age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers
22,115,780,201,196,199,430,74,74,380,148,76,2119,Myles Turner,101,195,984,[<Position.CENTER: 'CENTER'>],turnemy01,60,Team.INDIANA_PACERS,100
31,28,72,30,0,31,63,51,1,50,19,0,320,Ekpe Udoh,27,36,119,[<Position.CENTER: 'CENTER'>],udohek01,10,Team.UTAH_JAZZ,13
23,0,0,0,0,0,0,1,0,0,0,0,1,Tyler Ulis,0,0,0,[<Position.POINT_GUARD: 'POINT GUARD'>],ulisty01,0,Team.CHICAGO_BULLS,0
26,29,259,94,30,23,162,30,10,149,77,9,564,Jonas Valančiūnas,54,82,384,[<Position.CENTER: 'CENTER'>],valanjo01,13,Team.TORONTO_RAPTORS,39
26,41,279,91,18,30,151,19,17,152,70,5,527,Jonas Valančiūnas,52,64,379,[<Position.CENTER: 'CENTER'>],valanjo01,6,Team.MEMPHIS_GRIZZLIES,51
19,3,19,10,1,1,16,17,0,9,6,0,69,Jarred Vanderbilt,7,8,24,[<Position.POWER_FORWARD: 'POWER FORWARD'>],vandeja01,6,Team.DENVER_NUGGETS,8
24,307,600,115,296,20,146,64,28,246,97,112,1760,Fred VanVleet,21,110,701,[<Position.POINT_GUARD: 'POINT GUARD'>],vanvlfr01,57,Team.TORONTO_RAPTORS,82
23,129,440,156,137,51,415,68,57,207,111,46,1722,Noah Vonleh,113,174,571,[<Position.POWER_FORWARD: 'POWER FORWARD'>],vonleno01,46,Team.NEW_YORK_KNICKS,88
28,307,1354,227,231,89,736,80,80,701,179,84,2510,Nikola Vučević,224,157,1665,[<Position.CENTER: 'CENTER'>],vucevni01,81,Team.ORLANDO_MAGIC,159
37,301,960,233,261,38,216,72,2,416,165,86,1885,Dwyane Wade,69,118,1083,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],wadedw01,59,Team.MIAMI_HEAT,166
21,24,171,53,77,13,68,43,5,71,43,22,446,Moritz Wagner,17,57,207,[<Position.CENTER: 'CENTER'>],wagnemo01,11,Team.LOS_ANGELES_LAKERS,39
27,121,478,44,289,9,109,44,28,198,22,109,1138,Dion Waiters,7,72,527,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],waitedi01,29,Team.MIAMI_HEAT,64
28,484,1684,450,731,34,309,82,82,731,380,260,2863,Kemba Walker,52,131,2102,[<Position.POINT_GUARD: 'POINT GUARD'>],walkeke02,102,Team.CHARLOTTE_HORNETS,211
20,9,46,10,13,3,17,17,0,16,8,5,118,Lonnie Walker,0,7,45,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],walkelo01,7,Team.SAN_ANTONIO_SPURS,4
28,279,552,175,169,29,101,32,32,245,122,51,1104,John Wall,15,71,663,[<Position.POINT_GUARD: 'POINT GUARD'>],walljo01,49,Team.WASHINGTON_WIZARDS,121
24,42,217,57,19,7,81,62,0,92,30,4,628,Tyrone Wallace,20,83,218,[<Position.POINT_GUARD: 'POINT GUARD'>],wallaty01,21,Team.LOS_ANGELES_CLIPPERS,36
24,118,594,116,315,19,177,55,47,262,95,123,1552,Taurean Prince,22,141,742,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],princta02,53,Team.ATLANTA_HAWKS,100
29,56,105,28,39,2,38,36,0,50,24,16,343,Brad Wanamaker,3,34,140,[<Position.POINT_GUARD: 'POINT GUARD'>],wanambr01,12,Team.BOSTON_CELTICS,19
25,64,611,124,180,29,143,43,36,297,101,77,1360,T.J. Warren,31,119,772,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],warretj01,51,Team.PHOENIX_SUNS,52
27,14,48,4,24,2,33,18,3,16,3,5,254,Julian Washburn,8,16,40,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],washbju01,13,Team.MEMPHIS_GRIZZLIES,7
24,8,51,10,16,1,27,15,0,15,7,2,174,Yuta Watanabe,4,11,39,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],watanyu01,4,Team.MEMPHIS_GRIZZLIES,6
22,5,13,2,7,0,4,11,0,7,1,3,36,Thomas Welsh,0,3,18,[<Position.CENTER: 'CENTER'>],welshth01,0,Team.DENVER_NUGGETS,1
30,784,1473,451,411,33,698,73,73,630,296,119,2630,Russell Westbrook,109,245,1675,[<Position.POINT_GUARD: 'POINT GUARD'>],westbru01,142,Team.OKLAHOMA_CITY_THUNDER,325
24,263,543,123,142,47,212,67,55,260,95,48,1728,Derrick White,35,145,663,[<Position.POINT_GUARD: 'POINT GUARD'>],whitede01,67,Team.SAN_ANTONIO_SPURS,97
26,0,2,0,2,0,1,3,0,0,0,0,6,Okaro White,1,0,0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],whiteok01,0,Team.WASHINGTON_WIZARDS,0
29,56,680,243,16,136,560,72,53,388,109,2,1674,Hassan Whiteside,257,192,887,[<Position.CENTER: 'CENTER'>],whiteha01,46,Team.MIAMI_HEAT,97
23,184,1209,296,348,48,269,73,73,498,207,118,2543,Andrew Wiggins,83,153,1321,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],wiggian01,70,Team.MINNESOTA_TIMBERWOLVES,138
26,3,13,4,1,0,15,5,0,8,2,0,26,Alan Williams,4,2,18,[<Position.POWER_FORWARD: 'POWER FORWARD'>],willial03,1,Team.BROOKLYN_NETS,1
28,12,35,1,16,0,7,15,0,17,0,5,128,C.J. Williams,1,16,39,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],willicj01,6,Team.MINNESOTA_TIMBERWOLVES,5
23,13,110,48,2,7,51,24,0,65,27,0,372,Johnathan Williams,48,62,157,[<Position.CENTER: 'CENTER'>],willijo04,8,Team.LOS_ANGELES_LAKERS,16
24,83,279,19,156,19,164,46,29,107,13,52,1079,Kenrich Williams,55,95,279,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],willike04,45,Team.NEW_ORLEANS_PELICANS,36
32,402,1138,485,291,11,182,75,1,484,425,105,1993,Lou Williams,40,80,1498,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],willilo02,57,Team.LOS_ANGELES_CLIPPERS,181
32,92,652,86,382,61,331,75,75,275,66,140,2133,Marvin Williams,76,156,756,[<Position.POWER_FORWARD: 'POWER FORWARD'>],willima02,71,Team.CHARLOTTE_HORNETS,47
21,7,51,15,0,40,54,32,2,36,9,0,283,Robert Williams,27,36,81,[<Position.CENTER: 'CENTER'>],williro04,9,Team.BOSTON_CELTICS,10
24,11,98,15,44,8,47,21,0,44,9,14,312,Troy Williams,12,37,111,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],willitr02,10,Team.SACRAMENTO_KINGS,9
22,52,251,47,127,20,177,48,3,104,26,46,882,D.J. Wilson,45,85,280,[<Position.POWER_FORWARD: 'POWER FORWARD'>],wilsodj01,18,Team.MILWAUKEE_BUCKS,32
22,282,749,137,256,19,292,66,52,324,86,96,1959,Justise Winslow,63,177,830,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],winslju01,72,Team.MIAMI_HEAT,142
23,2,25,15,5,0,16,13,0,12,10,3,62,Christian Wood,4,3,37,[<Position.POWER_FORWARD: 'POWER FORWARD'>],woodch01,0,Team.MILWAUKEE_BUCKS,3
23,6,92,41,21,10,50,8,2,49,31,6,189,Christian Wood,13,14,135,[<Position.POWER_FORWARD: 'POWER FORWARD'>],woodch01,7,Team.NEW_ORLEANS_PELICANS,14
26,110,293,61,90,15,86,49,2,127,53,30,897,Delon Wright,39,53,337,[<Position.POINT_GUARD: 'POINT GUARD'>],wrighde01,46,Team.TORONTO_RAPTORS,37
26,138,265,89,78,15,112,26,11,115,66,20,802,Delon Wright,29,50,316,[<Position.POINT_GUARD: 'POINT GUARD'>],wrighde01,42,Team.MEMPHIS_GRIZZLIES,40
23,15,77,22,28,7,30,41,1,35,15,9,251,Guerschon Yabusele,23,32,94,[<Position.POWER_FORWARD: 'POWER FORWARD'>],yabusgu01,8,Team.BOSTON_CELTICS,15
33,2,9,0,8,1,1,4,0,3,0,3,37,Nick Young,0,4,9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],youngni01,0,Team.DENVER_NUGGETS,2
30,204,841,135,146,36,331,81,81,443,87,51,2489,Thaddeus Young,192,194,1024,[<Position.POWER_FORWARD: 'POWER FORWARD'>],youngth01,123,Team.INDIANA_PACERS,123
20,653,1256,414,482,15,237,81,81,525,343,156,2503,Trae Young,64,140,1549,[<Position.POINT_GUARD: 'POINT GUARD'>],youngtr01,72,Team.ATLANTA_HAWKS,308
26,102,345,141,22,41,223,49,47,190,111,6,1243,Cody Zeller,110,164,497,[<Position.CENTER: 'CENTER'>],zelleco01,38,Team.CHARLOTTE_HORNETS,62
29,1,2,0,1,0,4,2,0,0,0,0,11,Tyler Zeller,2,4,0,[<Position.CENTER: 'CENTER'>],zellety01,0,Team.ATLANTA_HAWKS,0
29,3,28,18,0,3,9,4,1,16,14,0,82,Tyler Zeller,9,16,46,[<Position.CENTER: 'CENTER'>],zellety01,1,Team.MEMPHIS_GRIZZLIES,4
22,53,331,132,0,22,212,59,25,183,93,0,1082,Ante Žižić,108,113,459,[<Position.CENTER: 'CENTER'>],zizican01,13,Team.CLEVELAND_CAVALIERS,61
21,25,193,66,0,27,108,33,12,112,57,0,516,Ivica Zubac,54,73,281,[<Position.CENTER: 'CENTER'>],zubaciv01,4,Team.LOS_ANGELES_LAKERS,33
21,38,186,60,0,24,139,26,25,100,44,0,524,Ivica Zubac,61,64,244,[<Position.CENTER: 'CENTER'>],zubaciv01,10,Team.LOS_ANGELES_CLIPPERS,37
